timestamp,conn_id,data_size,offset,throughput
2026-09-02T21:59:57.1293007Z,conn2,34000,5236000,3.50
2026-09-02T21:59:57.1372876Z,conn2,34000,5304000,4.06
2026-09-02T21:59:57.1436578Z,conn1,34000,1462000,0.99
2026-09-02T21:59:57.1449361Z,conn2,34000,5372000,4.24
2026-09-02T21:59:57.1584192Z,conn2,34000,5440000,2.40
2026-09-02T21:59:57.1654312Z,conn2,34000,5508000,4.62
2026-09-02T21:59:57.1716594Z,conn2,34000,5576000,5.21
2026-09-02T21:59:57.1770611Z,conn1,34000,1530000,0.97
2026-09-02T21:59:57.1961296Z,conn2,34000,5644000,1.33
2026-09-02T21:59:57.2038637Z,conn2,34000,5712000,4.19
2026-09-02T21:59:57.2099641Z,conn2,34000,5780000,5.32
2026-09-02T21:59:57.2183609Z,conn2,34000,5848000,3.86
2026-09-02T21:59:57.2233562Z,conn1,34000,1598000,0.70
2026-09-02T21:59:57.2305989Z,conn2,34000,5916000,2.65
2026-09-02T21:59:57.2399838Z,conn2,34000,5984000,3.46
2026-09-02T21:59:57.2582885Z,conn2,34000,6052000,1.77
2026-09-02T21:59:57.2621651Z,conn1,34000,1666000,0.84
2026-09-02T21:59:57.2668836Z,conn2,34000,6120000,3.77
2026-09-02T21:59:57.2745894Z,conn2,34000,6188000,4.21
2026-09-02T21:59:57.2806253Z,conn2,34000,6256000,5.37
2026-09-02T21:59:57.2931062Z,conn1,34000,1734000,1.05
2026-09-02T21:59:57.3003607Z,conn2,34000,6324000,1.64
2026-09-02T21:59:57.3071028Z,conn2,34000,6392000,4.81
2026-09-02T21:59:57.3133326Z,conn2,34000,6460000,5.20
2026-09-02T21:59:57.3198434Z,conn1,34000,1802000,1.24
2026-09-02T21:59:57.3203992Z,conn2,34000,6528000,4.59
2026-09-02T21:59:57.3381204Z,conn2,34000,6596000,1.83
2026-09-02T21:59:57.3444487Z,conn2,34000,6664000,5.12
2026-09-02T21:59:57.3498257Z,conn2,34000,6732000,6.03
2026-09-02T21:59:57.3561494Z,conn2,34000,6800000,5.13
2026-09-02T21:59:57.3630019Z,conn1,34000,1870000,0.75
2026-09-02T21:59:57.374437Z,conn2,34000,6868000,1.77
2026-09-02T21:59:57.3812041Z,conn2,34000,6936000,4.79
2026-09-02T21:59:57.385757Z,conn1,34000,1938000,1.42
2026-09-02T21:59:57.3878481Z,conn2,34000,7004000,4.88
2026-09-02T21:59:57.3949613Z,conn2,34000,7072000,4.56
2026-09-02T21:59:57.4110216Z,conn2,34000,7140000,2.02
2026-09-02T21:59:57.4161048Z,conn2,34000,7208000,6.38
2026-09-02T21:59:57.4213566Z,conn1,34000,2006000,0.91
2026-09-02T21:59:57.4228468Z,conn2,34000,7276000,4.81
2026-09-02T21:59:57.4305865Z,conn2,34000,7344000,4.19
2026-09-02T21:59:57.4469384Z,conn2,34000,7412000,1.98
2026-09-02T21:59:57.4511398Z,conn1,34000,2074000,1.09
2026-09-02T21:59:57.4530964Z,conn2,34000,7480000,5.27
2026-09-02T21:59:57.4618377Z,conn2,34000,7548000,3.71
2026-09-02T21:59:57.4678496Z,conn2,34000,7616000,5.39
2026-09-02T21:59:57.4797115Z,conn2,34000,7684000,2.73
2026-09-02T21:59:57.4851581Z,conn1,34000,2142000,0.95
2026-09-02T21:59:57.4880413Z,conn2,34000,7752000,3.89
2026-09-02T21:59:57.4968731Z,conn2,34000,7820000,3.67
2026-09-02T21:59:57.5027033Z,conn2,34000,7888000,5.56
2026-09-02T21:59:57.5124778Z,conn2,34000,7956000,3.32
2026-09-02T21:59:57.5138694Z,conn1,34000,2210000,1.13
2026-09-02T21:59:57.5217953Z,conn2,34000,8024000,3.48
2026-09-02T21:59:57.5302586Z,conn2,34000,8092000,3.83
2026-09-02T21:59:57.5377033Z,conn2,34000,8160000,4.36
2026-09-02T21:59:57.5437851Z,conn1,34000,2278000,1.08
2026-09-02T21:59:57.5459183Z,conn2,34000,8228000,3.95
2026-09-02T21:59:57.5557392Z,conn2,34000,8296000,3.30
2026-09-02T21:59:57.5626818Z,conn2,34000,8364000,4.67
2026-09-02T21:59:57.5700397Z,conn2,34000,8432000,4.41
2026-09-02T21:59:57.5786482Z,conn1,34000,2346000,0.93
